id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
31,1865,6,2,503.69,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
32,1853,6,1,257.17,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
33,1871,6,1,344.23,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
34,984,7,4,595.84,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
35,970,7,9,978.51,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
36,986,7,9,546.89,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
37,969,7,2,455.18,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
38,848,8,2,500.51,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
39,848,8,5,500.51,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
40,849,8,2,357.72,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
41,847,8,2,707.83,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
42,849,8,8,357.72,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
43,847,8,9,707.83,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
44,847,8,7,707.83,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
45,847,8,7,707.83,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
46,543,9,10,60.56,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
47,547,9,4,485.82,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
48,548,9,5,297.44,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
49,2061,10,4,171.54,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
50,2055,10,6,543.68,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
51,2087,10,3,807.25,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
52,2089,10,4,986.68,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
53,2059,10,6,473.67,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
54,1404,11,7,620.86,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
55,1423,11,2,401.87,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
56,150,12,2,780.31,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
57,127,12,2,417.02,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
58,156,12,6,713.4,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
59,160,12,6,71.96,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
60,127,12,3,417.02,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
61,134,12,8,225.46,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
62,719,13,4,63.45,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
63,710,13,8,849.28,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
64,712,13,10,848.03,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
65,718,13,5,120.98,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
66,721,13,2,30.24,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
67,978,14,9,452.53,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
68,974,14,4,677.6,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
69,978,14,3,452.53,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
70,983,14,1,550.96,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
71,987,14,8,634.65,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
72,981,14,3,21.26,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
73,969,14,7,455.18,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
74,972,14,6,912.98,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
75,2039,15,7,756.37,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
76,2030,15,7,742.85,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
77,2032,15,4,453.39,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
78,2037,15,1,894.8,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
79,2029,15,3,824.13,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
80,2027,15,1,938.31,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
81,2041,15,8,923.02,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
82,2037,15,8,894.8,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
83,543,16,4,60.56,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
84,227,17,6,853.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
85,227,17,10,853.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
86,227,17,6,853.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
87,227,17,7,853.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
88,1147,18,2,886.6,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
89,1161,18,3,828.21,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
90,1175,18,5,463.17,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
91,1164,18,6,358.91,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
92,1165,18,7,665.99,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
93,1162,18,5,828.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
94,1162,18,8,828.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
95,1991,19,6,407.67,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
96,2010,19,8,481.77,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
97,1993,19,7,695.9,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
98,205,20,7,989.47,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
99,203,20,3,994.65,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
100,201,20,2,774.09,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
101,206,20,1,786.12,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
102,201,20,1,774.09,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
103,2184,21,4,509.76,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
104,2178,21,6,961.1,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
105,2183,21,8,700.21,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
106,2190,21,10,796.19,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
107,2209,21,5,266.15,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
108,2209,21,3,266.15,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
109,1928,22,1,54.88,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
110,1923,22,5,834.66,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
111,1925,22,7,816.47,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
112,1924,22,9,746.41,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
113,1927,22,10,889.37,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
114,1926,22,2,703.56,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
115,1926,22,4,703.56,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
116,2213,23,6,909.72,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
117,286,24,5,335.54,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
118,305,24,4,492.03,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
119,2071,25,10,205.39,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
120,2086,25,9,756.44,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
121,2064,25,8,941.17,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
122,561,26,7,289.65,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
123,562,26,3,215.9,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
124,576,26,9,701.37,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
125,553,26,4,103.56,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
126,578,26,9,655.05,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
127,560,26,1,658.96,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
128,571,26,4,748.17,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
129,1464,27,6,359.8,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
130,2418,28,9,563.45,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
131,2406,28,4,969.18,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
132,2413,28,4,368.81,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
133,9,29,9,225.82,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
134,4,29,4,42.91,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
135,1,29,2,751.07,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
136,2,29,10,670.76,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
137,4,29,1,42.91,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
138,6,29,6,159.25,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
139,7,29,4,311.63,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
140,6,29,1,159.25,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
141,551,30,5,499.48,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
142,575,30,6,10.47,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
143,1135,31,10,744.46,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
144,1135,31,3,744.46,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
145,1136,31,1,949.33,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
146,1136,31,6,949.33,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
147,1129,31,4,240.53,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
148,1133,31,8,659.64,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
149,1133,31,9,659.64,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
150,2046,32,4,147.72,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
151,2046,32,10,147.72,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
152,2046,32,8,147.72,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
153,2042,32,6,600.93,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
154,2043,32,10,775.63,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
155,2048,32,9,15.53,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
156,2042,32,5,600.93,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
157,2052,32,5,874.11,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
158,956,33,5,109.33,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
159,956,33,10,109.33,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
160,963,33,2,303.23,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
161,951,33,8,298.68,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
162,961,33,10,822.16,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
163,2371,34,9,903.67,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
164,2364,34,5,945.83,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
165,2394,34,6,685.36,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
166,2391,34,4,680.07,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
167,2376,34,9,484.91,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
168,2372,34,1,919.27,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
169,1377,35,4,179.33,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
170,1391,35,6,459.89,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
171,1391,35,3,459.89,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
172,2321,36,9,881.02,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
173,2324,36,8,304.85,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
174,2310,36,4,523.56,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
175,854,37,2,375.71,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
176,1808,38,3,653.05,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
177,1802,38,4,632.32,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
178,938,39,7,576.32,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
179,925,39,5,387.16,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
180,931,39,1,323.21,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
181,934,39,8,452.18,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
182,925,39,5,387.16,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
183,924,39,3,401.38,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
184,2247,40,10,175.05,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
185,2263,40,5,634.51,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
186,2249,40,10,824.57,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
187,2269,40,3,537.65,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
188,2268,40,4,375.78,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
189,2276,41,9,562.53,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
190,1210,42,2,151.91,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
191,1202,42,3,689.1,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
192,1190,42,1,912.51,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
193,1185,42,2,140.04,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
194,1218,42,7,225.12,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
195,1220,42,9,154.6,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
196,1293,43,7,26.31,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
197,1290,43,9,301.57,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
198,1326,43,8,857.07,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
199,1282,43,9,629.25,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
200,1286,43,1,408.97,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
201,85,44,6,68.53,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
202,84,44,1,880.26,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
203,37,45,10,107.81,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
204,52,45,8,856.42,2012-03-27 14:54:11 UTC,2012-03-27 14:54:11 UTC
205,2089,46,1,986.68,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
206,1056,47,5,917.21,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
207,1229,48,1,547.15,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
208,1221,48,1,436.91,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
209,1400,49,7,274.62,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
210,1411,49,10,620.71,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
211,1403,49,7,968.59,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
212,1418,49,9,918.09,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
213,1421,49,3,912.72,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
214,1415,49,4,972.8,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
215,1407,49,5,564.93,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
216,584,50,8,861.12,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
217,588,50,10,316.5,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
218,590,50,5,808.27,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
219,585,50,5,653.82,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
220,587,50,1,50.03,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
221,1118,51,1,285.09,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
222,1119,51,10,943.78,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
223,1119,51,1,943.78,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
224,1119,51,5,943.78,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
225,1119,51,4,943.78,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
226,1118,51,2,285.09,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
227,2130,52,8,461.39,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
228,2117,52,4,194.9,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
229,2124,52,5,946.18,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
230,2102,52,3,644.11,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
231,2118,52,4,233.07,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
232,2120,52,3,106.78,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
233,738,53,8,404.27,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
234,720,53,1,428.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
235,702,53,8,214.82,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
236,735,53,7,750.44,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
237,209,54,8,230.92,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
238,209,54,4,230.92,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
239,207,54,1,324.27,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
240,2431,55,1,591.33,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
241,2403,55,7,539.05,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
242,2419,55,8,799.64,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
243,2397,55,3,42.65,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
244,2406,55,2,969.18,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
245,2398,55,5,712.22,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
246,2411,55,10,594.96,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
247,668,56,7,234.67,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
248,674,56,7,990.28,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
249,644,56,3,512.26,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
250,675,56,6,852.98,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
251,648,56,1,354.9,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
252,657,56,8,616.28,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
253,1800,57,1,650.03,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
254,1792,57,4,224.89,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
255,1787,57,1,109.24,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
256,1808,57,5,653.05,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
257,1783,57,9,610.13,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
258,1801,57,9,553.32,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
259,1798,57,7,822.01,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
260,1803,57,6,378.87,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
261,1729,58,9,585.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
262,1730,58,2,126.43,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
263,1729,58,7,585.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
264,2266,59,8,104.91,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
265,1138,60,5,317.61,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
266,1140,60,7,870.12,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
267,1135,60,2,744.46,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
268,1132,60,6,214.46,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
269,1134,60,3,905.9,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
270,1127,60,4,700.48,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
271,1129,60,4,240.53,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
272,1867,61,5,83.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
273,1855,61,3,24.88,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
274,1872,61,3,326.22,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
275,1863,61,3,135.05,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
276,1883,61,9,836.74,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
277,2359,62,9,987.79,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
278,2340,62,10,705.75,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
279,2341,62,9,283.98,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
280,2329,62,4,891.31,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
281,2337,62,8,564.86,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
282,2342,62,7,317.91,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
283,2330,62,1,452.53,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
284,2334,62,4,972.16,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
285,321,63,8,377.5,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
286,320,63,8,626.2,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
287,322,63,3,431.2,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
288,328,63,1,176.05,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
289,2301,64,1,537.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
290,2301,64,5,537.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
291,2302,64,5,35.9,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
292,1869,65,4,188.27,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
293,1853,65,5,257.17,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
294,1876,65,4,841.6,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
295,1867,65,10,83.42,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
296,1332,66,1,713.37,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
297,1368,66,7,274.09,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
298,1356,66,4,252.36,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
299,1330,66,9,677.33,2012-03-27 14:54:12 UTC,2012-03-27 14:54:12 UTC
